,text,lbl_index,labels
3184,what is the full form of mcdonald 's,2,ABBR
3185,What is the abbreviation for a form of credit insurance called credit default swaps?,2,ABBR
3186,what is the full form of mcdonald 's,2,ABBR
3187,what type of agency is the federal reserve board,3,HUM
3188,What department is the Research Center for Sociological Research part of?,3,HUM
3189,What is the acronym for India's Research and Analysis Wing?,2,ABBR
3190,What is NAACP and acronym of?,2,ABBR
3191,who owns the news media in the us,3,HUM
3192,Power conversion for an AC system takes place mainly in a what?,1,ENTY
3193,what is meant by performance evaluation what are the criteria for performance evaluation,0,DESC
3194,who is widely regarded as the inventer of air conditioner,3,HUM
3195,your iq score lies within a range of 129 up to 145,4,NUM
3196,What is intelligence at 53 more closely related to?,1,ENTY
3197,What does STAT stand for?,2,ABBR
3198,what is meant by an operating system in a computer environment,0,DESC
3199,what is the cache on a hard drive mean,0,DESC
3200,What does ROM stand for?,2,ABBR
3201,who is broadcasting monday night football on espn,3,HUM
3202,what channel is fox sports west on time warner cable,1,ENTY
3203,what channel is fox sports southwest on comcast,1,ENTY
3204,what does dc stand for in dungeons and dragons,2,ABBR
3205,what does dc stand for in medical terms,2,ABBR
3206,what is the capitol building in washington dc,5,LOC
3207,what does the se in iphone se stand for,2,ABBR
3208,What does LED stand for?,2,ABBR
3209,What does the abbreviation FDI stand for?,2,ABBR
3210,what does ta stand for in medical terms,2,ABBR
3211,what does bj in bj hunnicutt stand for,2,ABBR
3212,What does the abbreviation FDIC stand for?,2,ABBR
3213,What does the abbreviation FDI stand for?,2,ABBR
3214,What does IMF stand for?,2,ABBR
3215,What is the system IBM lost using Codd's research?,1,ENTY
3216,What does the acronym NCAA stand for?,2,ABBR
3217,What does ROM stand for?,2,ABBR
3218,What is khorovats?,0,DESC
3219,What is palatalization?,0,DESC
3220,What is lavash?,0,DESC
3221,what is a web browser on a computer,1,ENTY
3222,what is php used for in web development,2,ABBR
3223,what is the concept of world wide web,0,DESC
3224,what does the e stand for in wile e coyote,2,ABBR
3225,where is e used in the real world,5,LOC
3226,what does capital n stand for in physics,2,ABBR
3227,what 's the zip code for saugus mass,2,ABBR
3228,what type of agency is the federal reserve board,3,HUM
3229,What department is the Research Center for Sociological Research part of?,3,HUM
3230,What is the acronym for India's Research and Analysis Wing?,2,ABBR
3231,what does the orange on the irish flag mean,0,DESC
3232,when does the clock change from am to pm,4,NUM
3233,what is the difference between est and et,0,DESC
3234,when does the us stock market open gmt,4,NUM
3235,What does OSP stand for?,2,ABBR
3236,What does the acronym NCAA stand for?,2,ABBR
3237,What does MBTA stand for?,2,ABBR
3238,what does amg stand for in mercedes benz,2,ABBR
3239,What does IMF stand for?,2,ABBR
3240,what does hd stand for on chevy trucks,2,ABBR
3241,What is NSTEACS an abbreviation for?,2,ABBR
3242,What was SAC an abbreviation of?,2,ABBR
3243,What does the abbreviation OCA stand for? ,2,ABBR
3244,what is meat tenderizer and what does it do,0,DESC
3245,What is anting?,0,DESC
3246,What is caldeirada?,0,DESC
3247,What is Crohn's disease?,1,ENTY
3248,What is khorovats?,0,DESC
3249,What is paklava?,0,DESC
3250,what does the qrs complex represent on an electrocardiogram,0,DESC
3251,What is ICD?,2,ABBR
3252,which of the following is often called the pacemaker of the heart,1,ENTY
3253,What is khorovats?,0,DESC
3254,What is the SACU?,2,ABBR
3255,What is palatalization?,0,DESC
3256,What was SAC an abbreviation of?,2,ABBR
3257,What does the abbreviation OCA stand for? ,2,ABBR
3258,What does the abbreviation FDIC stand for?,2,ABBR
3259,What does the abbreviation OCA stand for? ,2,ABBR
3260,What does the acronym NCAA stand for?,2,ABBR
3261,What does OSP stand for?,2,ABBR
3262,when was the cross adopted as a symbol of christianity,1,ENTY
3263,what is the meaning of jhs in catholic,0,DESC
3264,What does the abbreviation OCA stand for? ,2,ABBR
3265,What is the SACU?,2,ABBR
3266,what does gymnosperm mean why is this term an appropriate description,0,DESC
3267,What is khorovats?,0,DESC
3268,What was the middle name of Dwight Eisenhower?,3,HUM
3269,What did Reagan call Gaddafi?,1,ENTY
3270,what did cccp stand for in the soviet union,2,ABBR
3271,What does the abbreviation OCA stand for? ,2,ABBR
3272,What does the abbreviation PR stand for in terms of the US military?,2,ABBR
3273,What does the abbreviation FDIC stand for?,2,ABBR
3274,when was israel 's name changed to palestine,1,ENTY
3275,what 's the meaning of the name israel,0,DESC
3276,What is the name of Israel's intelligence agency?,3,HUM
3277,What is anting?,0,DESC
3278,What is KFOR?,2,ABBR
3279,What is palatalization?,0,DESC
3280,What is another way to refer to the Swazi National Council?,2,ABBR
3281,What is the term for checks and balances in a political system?,1,ENTY
3282,What is the acronym for India's Research and Analysis Wing?,2,ABBR
3283,What are the benefits of USB 2.0?,0,DESC
3284,what is a web browser on a computer,1,ENTY
3285,what are the types of keyboard in computer,1,ENTY
3286,what did cccp stand for in the soviet union,2,ABBR
3287,the soviet union had what type of economic system,1,ENTY
3288,when did the ussr change its name to russia,4,NUM
3289,What is now commonly used to identify HIV in healthy people before the onset of the illnes?,1,ENTY
3290,What did the genotypic identification of HIV later prevent?,1,ENTY
3291,What does the abbreviation FDIC stand for?,2,ABBR
3292,What is SWR?,2,ABBR
3293,What is the SACU?,2,ABBR
3294,What does the transistor provide?,1,ENTY
3295,when does the clock change from am to pm,4,NUM
3296,What is NSTEACS an abbreviation for?,2,ABBR
3297,What was SAC an abbreviation of?,2,ABBR
3298,what does the name sandra mean for a girl,0,DESC
3299,what is the meaning of the name sabra,0,DESC
3300,what 's the meaning of the name israel,0,DESC
3301,What does MBTA stand for?,2,ABBR
3302,what is the full form of mcdonald 's,2,ABBR
3303,What is hong bao the Cantonese word for?,1,ENTY
3304,what type of motor is used in most electric power steering ( eps ) systems,1,ENTY
3305,which is the oldest business of tata motors,3,HUM
3306,What is COM short for?,2,ABBR
3307,What does Space Superiority encompass? ,0,DESC
3308,What does the acronym NCAA stand for?,2,ABBR
3309,What was the name of the civilian space agency created by Eisenhower?,3,HUM
3310,where did the name root beer come from,0,DESC
3311,What did Ram found?,1,ENTY
3312,in most desktop computers there is more rom than ram,1,ENTY
3313,what is a web browser on a computer,1,ENTY
3314,Who is Jensen Harris?,3,HUM
3315,Who is Tony Mangefeste?,3,HUM
3316,What did Feynman derive only after college?,1,ENTY
3317,who said the only thing promised in life is death,3,HUM
3318,who owns the news media in the us,3,HUM
3319,who is the owner of google and youtube,3,HUM
3320,who is the owner of first national bank,3,HUM
3321,When was the first Namibian vote held for president?,4,NUM
3322,who won the 2011 gubernatorial election in lagos state,3,HUM
3323,who was the first governor general of nigeria,3,HUM
3324,who are the super heros in justice league,3,HUM
3325,who are the founding members of the justice league,3,HUM
3326,who is the true leader of the justice league,3,HUM
3327,Who was Paris's first head of police?,3,HUM
3328,Who was Paris's last head of police?,3,HUM
3329,what is the brothers name in the cat in the hat,3,HUM
3330,"Which side of the coalitions did Naples, Sicily and Savoy join?",3,HUM
3331,Who was the instigator in the slave revolt in Italy?,3,HUM
3332,who did italy have to fight to achieve its own unification,3,HUM
3333,who does joey date on dawson 's creek,3,HUM
3334,what is the owner of sweetie pie 's name,3,HUM
3335,who does jodi marry in mcleod 's daughters,3,HUM
3336,who picks the companies in the dow jones,3,HUM
3337,what is the us stock market known as,0,DESC
3338,who owns the car jfk was shot in,3,HUM
3339,who shot jr in the 1980 dallas cliffhanger,3,HUM
3340,Who was held responsible for the murder of Morgan Earp?,3,HUM
3341,who is the lady that survived the titanic,3,HUM
3342,who holds the world record for the longest golf drive,3,HUM
3343,who is the first indian woman to climb everest,3,HUM
3344,who was the german journalist who co wrote the communist manifesto,3,HUM
3345,Who was the leader of the Nationalist government?,3,HUM
3346,who was the leader of australia during ww2,3,HUM
3347,what is the most common spanish name in the us,3,HUM
3348,most common last names in america 2010 census,3,HUM
3349,what is the most common surname in the philippines,3,HUM
3350,who is the best golfer in the world,3,HUM
3351,who has the longest drive in pga history,3,HUM
3352,who has won all four golf majors in one year,3,HUM
3353,who plays the lawyer in parks and rec,3,HUM
3354,who is the attorney general of new hampshire,3,HUM
3355,who played the lawyer on sons of anarchy,3,HUM
3356,who is the first british came in india,3,HUM
3357,who was the king of england in 1951,3,HUM
3358,who founded the first english institution of higher learning in india,3,HUM
3359,who was golden states coach before steve kerr,3,HUM
3360,who was the steelers quarterback before terry bradshaw,3,HUM
3361,who was the buffalo bills quarterback in 1999,3,HUM
3362,what president said speak softly and carry a big stick,3,HUM
3363,Under what president did the Bay of Pigs Invasion take place?,3,HUM
3364,what president had lie in state in the capitol rotunda,3,HUM
3365,who is david belasco in the great gatsby,3,HUM
3366,what is the book of jonah about in the bible,1,ENTY
3367,who is huckleberry finn in the adventures of huckleberry finn,3,HUM
3368,Who was Chanakya?,3,HUM
3369,Who discovered Triton? ,3,HUM
3370,who is machiavelli and what did he do,3,HUM
3371,What unofficial status did Russian have in the USSR before 1990?,3,HUM
3372,the soviet union had what type of economic system,1,ENTY
3373,what did cccp stand for in the soviet union,2,ABBR
3374,Who was nearly assassinated in Casas Adobes?,3,HUM
3375,what military hero from the mexican war became potus,3,HUM
3376,who was the head of the medellin cartel,3,HUM
3377,who was the comedian who said chase me,3,HUM
3378,who played rush limbaugh on the family guy,3,HUM
3379,who used to present the late late show,3,HUM
3380,Who is the Head of State of Portugal?,3,HUM
3381,who served as president of mexico eleven times,3,HUM
3382,who was the president when the rizal law was passed,3,HUM
3383,who is the football player in the movie blind side,3,HUM
3384,movie about a football player who goes blind,1,ENTY
3385,who played the coach in meet the robinsons,3,HUM
3386,what is the name of the first president of america,3,HUM
3387,who was the president that served more than two terms,3,HUM
3388,who were the 3 presidents that got assassinated,3,HUM
3389,who was responsible for the gulf oil spill,3,HUM
3390,What sea captain reported on the Tuvalu trading in 1892?,3,HUM
3391,Who was the well known sea vessel captain of the Greeks who sailed to Asia  ?,3,HUM
3392,who wrote what does n 't kill you makes you stronger,3,HUM
3393,Who is quoted as saying the dominance of the Big Five is threatening the league?,3,HUM
3394,what president said speak softly and carry a big stick,3,HUM
3395,What president ignored Eisenhower's recommendations in regard to atomic weapons?,3,HUM
3396,what military hero from the mexican war became potus,3,HUM
3397,who was the president when the white house burned,3,HUM
3398,what president had lie in state in the capitol rotunda,3,HUM
3399,who was the first president to move into the white house,3,HUM
3400,who invented the first peanut butter and jelly sandwich,3,HUM
3401,Which engineer was responsible for first inventing the zoetrope lamp?,3,HUM
3402,who invented the movable type printing press brainly,3,HUM
3403,What profession does Frank Lambert have?,3,HUM
3404,What was Richard Scudamore's job?,3,HUM
3405,What was Issac Backus' profession?,3,HUM
3406,who wrote the legend of king arthur and the knights of the round table,3,HUM
3407,summary of king arthur and the knights of round table,1,ENTY
3408,who played merlin in king arthur legend of the sword,3,HUM
3409,who is top chef fan favorite season 15,3,HUM
3410,who played the chef in father of the bride,3,HUM
3411,who played the cop in the movie chef,3,HUM
3412,who ruled at the height of the renaissance,3,HUM
3413,who painted the famous portrait of mona lisa,3,HUM
3414,Who was the artist that painted the fresco that replaced the mosaic at Santa Sobina?,3,HUM
3415,Who is the mayor of Albania?,3,HUM
3416,who was the first mayor of san antonio,3,HUM
3417,who is the mayor of charleston south carolina,3,HUM
3418,who is peggy from the andy griffith show,3,HUM
3419,who 's the actress that plays abby on ncis,3,HUM
3420,who is caroline in the song sweet caroline,3,HUM
3421,who won the title of femina miss india 2017,3,HUM
3422,who won the femina miss india world 2018,3,HUM
3423,who was the first indian woman nominated in rajya sabha,3,HUM
3424,Who was Chanakya?,3,HUM
3425,Who is Tony Mangefeste?,3,HUM
3426,What was the name of vincent van Gogh's brother?,3,HUM
3427,Who is  the patron saint of Italy?,3,HUM
3428,what is the name of the holy roman emperor during the carolingian period,3,HUM
3429,What profession does Frank Lambert have?,3,HUM
3430,What was Richard Scudamore's job?,3,HUM
3431,What was Issac Backus' profession?,3,HUM
3432,who was the chilean dictator that ruled throughout the 70s and 80s,3,HUM
3433,"What ""dictatorship"" did Gaddafi attack in September of 1978?",3,HUM
3434,What did Gaddafi insist that the coup be referred to as?,1,ENTY
3435,who invented the geodesic dome what was the story behind this invention,3,HUM
3436,when was the first toll road in england invented,1,ENTY
3437,who invented the first bike in the world,3,HUM
3438,who wrote the work ' the post office ',3,HUM
3439,Who wrote Gulzar-e-Mahlaqa?,3,HUM
3440,who wrote he did n 't have to be,3,HUM
3441,Who was the discoverer of Tuvalu?,3,HUM
3442,Who was the artist that painted the fresco that replaced the mosaic at Santa Sobina?,3,HUM
3443,What naturalist was on the 1896 expedition to Funafuti?,3,HUM
3444,Who was one of Washington University's trustees in 1976?,3,HUM
3445,who was the first black republican elected to us senate,3,HUM
3446,Which 2000 presidential candidate was a former US Senator from Tennessee?,3,HUM
3447,first black chairman of joint chiefs of staff,3,HUM
3448,Who was the first non-African president in Africa?,3,HUM
3449,who was the first black republican elected to us senate,3,HUM
3450,when did japan become one of the leading manufacturers of automobiles in the world,4,NUM
3451,what is a huge percussion instrument from asia,1,ENTY
3452,what goods does the united states trade with japan,1,ENTY
3453,who was the most prolific composer of nineteenth-century lieder,3,HUM
3454,who is the composer of eine kleine nachtmusik,3,HUM
3455,who was the composer who spanned the transition between classical and romantic eras,3,HUM
3456,who played thomas girardi in erin brockovich movie,3,HUM
3457,who played commissioner gordon in the dark knight,3,HUM
3458,who did donald sutherland play in the movie mash,3,HUM
3459,who were the victims of the oklahoma city bombing,3,HUM
3460,who was the group that staged the boston tea party,3,HUM
3461,What was Ireland's police force not called?,3,HUM
3462,who made shrek is love shrek is life,3,HUM
3463,Who founded the NFSL?,3,HUM
3464,Who created the Siku Quanshu?,3,HUM
3465,list of all iit colleges in india rank wise,3,HUM
3466,list of engineering colleges with address in tamilnadu,3,HUM
3467,Where is Washington University ranked among Academic Ranking of World Universities?,5,LOC
3468,who is the wife in wolf of wall street,3,HUM
3469,who is the actress in the movie hitch,3,HUM
3470,who is the girl in the movie san andreas,3,HUM
3471,what is gina 's job on brooklyn 99,3,HUM
3472,What was Spielberg's mother's career?,3,HUM
3473,who is the hostess on the gong show,3,HUM
3474,when did the original 6 nhl teams start,4,NUM
3475,when was the first professional hockey game played,1,ENTY
3476,who has won the most world hockey championships,3,HUM
3477,indian company listed in new york stock exchange,3,HUM
3478,what is the us stock market known as,0,DESC
3479,who picks the companies in the dow jones,3,HUM
3480,where was the first baseball game ever played,5,LOC
3481,who has played for the most teams in mlb history,3,HUM
3482,who played shortstop before derek jeter for the yankees,3,HUM
3483,who is huckleberry finn in the adventures of huckleberry finn,3,HUM
3484,what type of book is the adventures of huckleberry finn,1,ENTY
3485,Who wrote Robinson Crusoe?,3,HUM
3486,What was Richard Scudamore's job?,3,HUM
3487,Where did Feynman receive a job after getting his PhD?,5,LOC
3488,What occupation was Avner in Munich?,3,HUM
3489,What unofficial status did Russian have in the USSR before 1990?,3,HUM
3490,what was russia called after the russian revolution,1,ENTY
3491,what did cccp stand for in the soviet union,2,ABBR
3492,whats the fire called in game of thrones,1,ENTY
3493,a person who can not walk is called,3,HUM
3494,who wrote the song this girl is on fire,3,HUM
3495,who painted the famous portrait of mona lisa,3,HUM
3496,Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,3,HUM
3497,who painted the painted garden from the villa of livia,3,HUM
3498,who created the sorcerer 's stone in harry potter,3,HUM
3499,Who created the Siku Quanshu?,3,HUM
3500,who sings you put the lime in the coconut,3,HUM
3501,who was the first man to classify stars according to their brightness,3,HUM
3502, Who first researched the original observation of Neptune?,3,HUM
3503,who is the first person who went to the moon,3,HUM
3504,who did lebron james play for in highschool,3,HUM
3505,where did the 49ers quarterback go to college,5,LOC
3506,where did alonzo ball go in the nba draft,5,LOC
3507,who is the best selling fiction author of all time,3,HUM
3508,who is the top selling author of all time,3,HUM
3509,who was the best selling author of all time,3,HUM
3510,the individuals who participated in shays rebellion were,3,HUM
3511,what were the colonists protesting during the boston massacre,0,DESC
3512,who were permitted to vote in early massachusetts,3,HUM
3513,who had the most rebounds in the nba,3,HUM
3514,what nba player has the most 50 point games,1,ENTY
3515,who scored the first basket in nba history,3,HUM
3516,when did the first easter egg come out,4,NUM
3517,where does the origin of the easter bunny come from,0,DESC
3518,which king made the great wall of china,3,HUM
3519,who is the leader of ruling party in india,3,HUM
3520,who is the second prime minister of india,3,HUM
3521,who is the vise president of india now,3,HUM
3522,who stars in far from the madding crowd,3,HUM
3523,who written the novel home of the brave,3,HUM
3524,who is the author of splendor in the grass,3,HUM
3525,who played artemus gordon in the wild wild west,3,HUM
3526,Who directed the 1935 movie Dangerous?,3,HUM
3527,Who directed Citizen Kane?,3,HUM
3528,who did the puppet voices on mister rogers neighborhood,3,HUM
3529,who was the first character walt disney created,3,HUM
3530,Who founded the NFSL?,3,HUM
3531,what was the teachers name on charlie brown,3,HUM
3532,what is rin 's last name in naruto,3,HUM
3533,who was the band leader and actor that was on tv in i love lucy,3,HUM
3534,where did the 49ers quarterback go to college,5,LOC
3535,who did lebron james play for in highschool,3,HUM
3536,what nfl team does nick marshall play for,3,HUM
3537,who played darth vader in empire strikes back,3,HUM
3538,who played luke skywalker in the force awakens,3,HUM
3539,who played darth sidious in empire strikes back,3,HUM
3540,who appoints the advisory council?,3,HUM
3541,What has the United Nations Security Council characterized as comprising great power status?,1,ENTY
3542,What are the permanent members of UN Security Council?,3,HUM
3543,who does the voices in phineas and ferb,3,HUM
3544,who does the voice over for arrested development,3,HUM
3545,who does the voices on puppy dog pals,3,HUM
3546,What do government agencies view the animals as?,1,ENTY
3547,What 3 US organizations have called for the banning of medical organizations and the production of food animals?,3,HUM
3548,where is the headquarters of animal welfare boards of india located,5,LOC
3549,who created the welfare system in the united states,3,HUM
3550,who came up with the idea that the government should own all property,3,HUM
3551,who created the plan that became known as the american system,3,HUM
3552,who played bruce banner in the original hulk series,3,HUM
3553,who was the wrestler that died by falling,3,HUM
3554,who won tag team championship at wrestlemania 34,3,HUM
3555,who played in the most world series games,3,HUM
3556,who played in the most baseball all star games,3,HUM
3557,who played in most mlb all star games,3,HUM
3558,who authored the famous novel the fountain head,3,HUM
3559,who invented the first flush toilet in 1500,3,HUM
3560,what is the most famous fountain in rome,5,LOC
3561,how many players are in a baseball organization,4,NUM
3562,how many major league baseball players have 3000 hits and 600 home runs,4,NUM
3563,who played in the most baseball all star games,3,HUM
3564,what do archaeologists believe stonehenge was used for during the stone ages,0,DESC
3565,who created the sorcerer 's stone in harry potter,3,HUM
3566,Who created the Siku Quanshu?,3,HUM
3567,who was the comedian who said chase me,3,HUM
3568,where was the comedy of errors first performed,5,LOC
3569,what president said speak softly and carry a big stick,3,HUM
3570,who was the first u.s. president to say live from new york it 's saturday nigh,3,HUM
3571,who was one of the first presidents who advocated for universal health care,3,HUM
3572,when was the dead by james joyce written,4,NUM
3573,Who wrote about Polizeiwissenschaft?,3,HUM
3574,who wrote the king james bible william shakespeare,3,HUM
3575,who was punished for the my lai massacre,3,HUM
3576,who was the first man shot in the boston massacre,3,HUM
3577,who was the last person executed for treason,3,HUM
3578,who was the only justice to be impeached,3,HUM
3579,who 's the first president to be impeached,3,HUM
3580,Who was appointed to be the new Director of the CIA in 1950?,3,HUM
3581,who played mary ellen rogers on leave it to beaver,3,HUM
3582,who played the mom on leave it to beaver,3,HUM
3583,who is starring in a star is born,3,HUM
3584,who said do not judge a book by its cover,3,HUM
3585,who said if you dont work you dont eat,3,HUM
3586,who says sounds good feels good in hey everybody,3,HUM
3587,who did the voiceover in the hateful eight,3,HUM
3588,who was supposed to be in blazing saddles,3,HUM
3589,who played mel gibson 's wife in the patriot,3,HUM
3590,who won the best actress at the academy awards,3,HUM
3591,who received the national film award for best actress in 2014,3,HUM
3592,who has won the most leading actor oscars,3,HUM
3593,what is the difference between professor and doctor uk,0,DESC
3594,what is the name of the medical profession that draws blood,3,HUM
3595,how do i find out information about a doctor,0,DESC
3596,who played the first captain on star trek,3,HUM
3597,who played wesley crusher on star trek the next generation,3,HUM
3598,who plays captain pike in star trek discovery,3,HUM
3599,who has written the book war and peace,3,HUM
3600,What book was written in 1918 by a prominent Russian author?,1,ENTY
3601,who plays tracy jordan 's wife on 30 rock,3,HUM
3602,Who was one of the actresses in Close Encounters?,3,HUM
3603,who played stephanie 's friend gia on full house,3,HUM
3604,who was the author of history of rome a book that described romes rise to power,3,HUM
3605,who wrote the poet as hero keats in his letters,3,HUM
3606,who is the writer of sukh karta dukh harta,3,HUM
3607,Who led the Allied powers?,3,HUM
3608,who constituted the free crops in weimar republic,3,HUM
3609,Who is responsible for the Holocaust? ,3,HUM
3610,who wrote indiana jones and the kingdom of the crystal skull,3,HUM
3611,who came up with the idea of star wars,3,HUM
3612,who wrote the score for 2001 a space odyssey,3,HUM
3613,who is the longest living liver transplant recipient,3,HUM
3614,when did the first organ donation take place,4,NUM
3615,who did dr grey donate her liver to,3,HUM
3616,who lived on the northern frontier of the cape colony,3,HUM
3617,who fought the famous battle near jhelum river,3,HUM
3618,What confined the nomadic inhabitants to East Beringia for thousands of years?,1,ENTY
3619,who built the first and second temples in jerusalem,3,HUM
3620,who built the famous golden temple at amritsar,3,HUM
3621,who gave permission to construct the second temple of jerusalem,3,HUM
3622,who is the leader of ruling party in india,3,HUM
3623,Who appoints the prime minister of Swaziland?,3,HUM
3624,Who was the leader of the 18th century Swazi kingdom?,3,HUM
3625,who is the true leader of the justice league,3,HUM
3626,who helped unus from marvel comics when he seemed to lose control of his powers,3,HUM
3627,who are the super heros in justice league,3,HUM
3628,What profession does Frank Lambert have?,3,HUM
3629,What was Richard Scudamore's job?,3,HUM
3630,What was Issac Backus' profession?,3,HUM
3631,where does meek mill 's son go to school,5,LOC
3632,what school does peter parker go to in the amazing spider man,3,HUM
3633,Where did Harry Rubinstein attend college?,5,LOC
3634,who gets fired when seattle grace merger with mercy west,3,HUM
3635,Who was San Diego's last mayor?,3,HUM
3636,who was fired in the saturday night massacre,3,HUM
3637,when did the british empire become the british commonwealth,4,NUM
3638,what was the first colony established by the british,5,LOC
3639,What is another name that is used for the British Isles?,3,HUM
3640,who is the actress who played thomas magnum 's daughter,3,HUM
3641,who played selena 's mom in the movie,3,HUM
3642,who played lauryn hill 's mom in sister act 2,3,HUM
3643,who played the cruise director on the love boat,3,HUM
3644,who played pontius pilate in ben hur 1959,3,HUM
3645,who played dracula in the original motion picture,3,HUM
3646,Who is the leader of the majority leader in House?,3,HUM
3647,who is the leader of the senate when the vp is n 't there,3,HUM
3648,who is the speaker of the house representative now,3,HUM
3649,who won the national championship last year college football,3,HUM
3650,who has the most all-time wins in college football,3,HUM
3651,who has the most all time wins in college football,3,HUM
3652,what was a precursor to pyramids?,1,ENTY
3653,when was the pyramid of giza started and finished,4,NUM
3654,when did the first food pyramid come out,4,NUM
3655,Who did YouTube partner with to engage people in the 2010 presidential debates?,3,HUM
3656,who hosted a weekday u.s. tv talk show from october 1983 until 2002,3,HUM
3657,What years were presidential debates held at Washington University?,4,NUM
3658,Who wrote about Polizeiwissenschaft?,3,HUM
3659,Who wrote the Suiyuan Shidan?,3,HUM
3660,Who wrote Gulzar-e-Mahlaqa?,3,HUM
3661,What nickname was San Diego given by the tuna canning industry in the 1970s?,5,LOC
3662,who is the general manager of the minnesota twins,3,HUM
3663,who is the manager of the az diamondbacks,3,HUM
3664,who led the confederate army for the majority of the civil war,3,HUM
3665,who was the confederate general who gave the order to open fire on fort sumter,3,HUM
3666,who was the union general who captured vicksburg and then won the civil war,3,HUM
3667,what teams make up the american league in baseball,3,HUM
3668,what are the teams in the little league world series,3,HUM
3669,who is the manager of the washington nationals baseball team,3,HUM
3670,who played the captain in starsky and hutch,3,HUM
3671,who played the lone ranger on the radio,3,HUM
3672,who played mac in nicky ricky dicky and dawn,3,HUM
3673,who was president of the united states in 1987,3,HUM
3674,Who was the president of South Africa circa 2002?,3,HUM
3675,who served as president of mexico eleven times,3,HUM
3676,most common last names in america 2010 census,3,HUM
3677,what is the most common spanish name in the us,3,HUM
3678,top 15 most popular cities in the us,5,LOC
3679,who invented high speed petrol engine for car,3,HUM
3680,who invented the difference engine and the analytical engine,3,HUM
3681,who developed a steam engine that could drive machinery,3,HUM
3682,name some countries that were our enemies during world war ii,5,LOC
3683,What was the enemy of the second writing?,1,ENTY
3684,who did the u.s. fight in world war i,3,HUM
3685,who plays in the movie the greatest showman,3,HUM
3686,who played sax on the heat is on,3,HUM
3687,who played harmonica in once upon a time in the west,3,HUM
3688,who is the best golfer in the world,3,HUM
3689,who has the longest drive in pga history,3,HUM
3690,which female player won the gold medal of table tennis singles in 2016 olympics games,3,HUM
3691,who did daniel craig play in star wars,3,HUM
3692,who played luke skywalker in the force awakens,3,HUM
3693,which star wars movie was boba fett in,1,ENTY
3694,who plays the female vicar in doc martin,3,HUM
3695,who plays the female kidnapper in home and away,3,HUM
3696,what is the name of the woman caught in adultery in the bible,3,HUM
3697,What Technical college have a campus at uptown Charleston?,3,HUM
3698,What is the newest college in South Carolina?,3,HUM
3699,how many colleges are in the state of maryland,4,NUM
3700,who fought the battles at trafalgar & austerlitz who won these battles,3,HUM
3701,who fought the famous battle near jhelum river,3,HUM
3702,who inspired victory in the hundred years ' war,3,HUM
3703,who landed on the moon for the first time,3,HUM
3704,who is the first person who went to the moon,3,HUM
3705,who was president when apollo 11 landed on the moon,3,HUM
3706,who came up with peanut butter and jelly,3,HUM
3707,who invented hair dryers in the 1920 's,3,HUM
3708,who invented the movable type printing press brainly,3,HUM
3709,when was guess who 's coming to dinner made,4,NUM
3710,who plays the artist in dinner for schmucks,3,HUM
3711,who played the chef in father of the bride,3,HUM
3712,Who said a showdown between Japan and the United States would be necessary?,3,HUM
3713,who says you ca n 't go back home,3,HUM
3714,"Who coined the phrase ""prisoners of war""?",3,HUM
3715,What was Ustad Amanat Ali Khan's nickname?,3,HUM
3716,What nicknames was Sultan 'Abdu'l-Hamid II given?,3,HUM
3717,what is the nickname of argentina football team,3,HUM
3718,Who is Noma Somasegar?,3,HUM
3719,who wrote the song i only have eyes for you,3,HUM
3720,who sings love is for the way you look at me,3,HUM
3721,who sings the song i got a drinking problem,3,HUM
3722,who painted the famous portrait of mona lisa,3,HUM
3723,how did edgar degas influence the art world,0,DESC
3724,who did vincent van gogh sell his painting to,3,HUM
3725,who is the second prime minister of india,3,HUM
3726,who is the present chief minister of j&k,3,HUM
3727,who is the twelfth prime minister of india,3,HUM
3728,who is the first person who went to the moon,3,HUM
3729,when was the first animal sent into space,1,ENTY
3730,who landed on the moon for the first time,3,HUM
3731,who is the voice of how it 's made,3,HUM
3732,who was the voice of hr puff n stuff,3,HUM
3733,who provided the voice for the geico insurance company gecko,3,HUM
3734,who wrote twas the night before christmas and when was it written,3,HUM
3735,who wrote one fine day in the middle of the night poem,3,HUM
3736,who wrote miles to go before i sleep,3,HUM
3737,who played the bride in father of the bride,3,HUM
3738,Who starred in 'True Love'?,3,HUM
3739,who played the cruise director on the love boat,3,HUM
3740,What is the name of the nearest large commercial airport?,5,LOC
3741,which is the largest mall in united arab emirates,5,LOC
3742,what was the name of the large open space in the center of rome,5,LOC
3743,what 's the big guys name in mickey mouse,3,HUM
3744,whats the donkey 's name in winnie the pooh,1,ENTY
3745,what was the name of the rabbit in watership down,1,ENTY
3746,who does robin williams play in night at the museum,3,HUM
3747,where does robin hood live in disney movie,5,LOC
3748,What was Richard Scudamore's job?,3,HUM
3749,who wrote the book it 's a wonderful life,3,HUM
3750,who is the author of the book titled the sellout,3,HUM
3751,who wrote do n 't judge a book by its cover,3,HUM
3752,what type of chocolate has the most sugar,1,ENTY
3753,what flavor is the light blue lindt truffle,1,ENTY
3754,What type of bean is used to make chocolate?,1,ENTY
3755,who holds the record for the fastest rapper,3,HUM
3756,who played guitar on i know a little,3,HUM
3757,who plays lead guitar on while my guitar gently weeps,3,HUM
3758,what is callum 's real name in corrie,3,HUM
