,Reviews,Ratings
3165,"throughout , mr audiard 's direction is fluid and quick",1
3166,the observations of this social economic urban environment are canny and spiced with irony,1
3167,"while insomnia is in many ways a conventional , even predictable remake , nolan 's penetrating undercurrent of cerebral and cinemantic flair lends lrb it rrb stimulating depth",1
3168,undoubtedly the scariest movie ever made about tattoos,1
3169,in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes,0
3170,watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers,0
3171,ian holm conquers france as an earthy napoleon,1
3172,time out is as serious as a pink slip,0
3173,"tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism it completely contradicts everything kieslowski 's work aspired to , including the condition of art",0
3174,"lrb creates rrb the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama",0
3175,director tom shadyac and star kevin costner glumly mishandle the story 's promising premise of a physician who needs to heal himself,0
3176,a tremendous piece of work,1
3177,"as an actor 's showcase , hart 's war has much to recommend it , even if the top billed willis is not the most impressive player",1
3178,"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro",1
3179,there 's something poignant about an artist of 90 plus years taking the effort to share his impressions of life and loss and time and art with us,1
3180,our culture is headed down the toilet with the ferocity of a frozen burrito after an all night tequila bender and i know this because i 've seen ` jackass the movie ',0
3181,moonlight mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy,1
3182,"american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone",0
3183,the script is too mainstream and the psychology too textbook to intrigue,0
3184,if you recognize zeus lrb the dog from snatch rrb it will make you wish you were at home watching that movie instead of in the theater watching this one,0
3185,wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many,1
3186,"though nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non narrative feature",1
3187,"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place",0
3188,"this movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep",1
3189,"brings together some of the biggest names in japanese anime , with impressive results",1
3190,woefully pretentious,0
3191,"mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , love in the time of money",0
3192,lrb leigh rrb has a true talent for drawing wrenching performances from his actors lrb improvised over many months rrb and for conveying the way tiny acts of kindness make ordinary life survivable,1
3193,director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading,0
3194,"godard uses his characters if that 's not too glorified a term as art things , mouthpieces , visual motifs , blanks",0
3195,there 's plenty to enjoy in no small part thanks to lau,1
3196,gaping plot holes sink this ` sub ' standard thriller and drag audience enthusiasm to crush depth,0
3197,no surprises,0
3198,the film is so bad it does n't improve upon the experience of staring at a blank screen,0
3199,a stylish cast and some clever scripting solutions help chicago make the transition from stage to screen with considerable appeal intact,1
3200,conforms itself with creating a game of ` who 's who ' where the characters ' moves are often more predictable than their consequences,0
3201,an effective portrait of a life in stasis of the power of inertia to arrest development in a dead end existence,1
3202,nights feels more like a quickie tv special than a feature film it 's not even a tv special you 'd bother watching past the second commercial break,0
3203,blue crush is as predictable as the tides,0
3204,"we 're left with a story that tries to grab us , only to keep letting go at all the wrong moments",0
3205,"the subtitled costume drama is set in a remote african empire before cell phones , guns , and the internal combustion engine , but the politics that thump through it are as timely as tomorrow",1
3206,"with minimal imagination , you could restage the whole thing in your bathtub",0
3207,"just consider what new best friend does not have , beginning with the minor omission of a screenplay",0
3208,"instead of contriving a climactic hero 's death for the beloved major character who shall remain nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?",0
3209,"brown sugar signals director rick famuyiwa 's emergence as an articulate , grown up voice in african american cinema",1
3210,their computer animated faces are very expressive,1
3211,"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us it preaches",0
3212,the acting is n't much better,0
3213,"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s",1
3214,another best of the year selection,1
3215,the film runs on a little longer than it needs to muccino either does n't notice when his story ends or just ca n't tear himself away from the characters but it 's smooth and professional,0
3216,"it 's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile ups and the requisite screaming captain",0
3217,its one sidedness flirts with propaganda,0
3218,"the overall effect is awe and affection and a strange urge to get on a board and , uh , shred , dude",1
3219,"the underworld urban angst is derivative of martin scorsese 's taxi driver and goodfellas , but this film speaks for itself",1
3220,"` synthetic ' is the best description of this well meaning , beautifully produced film that sacrifices its promise for a high powered star pedigree",0
3221,the film proves unrelentingly grim and equally engrossing,1
3222,too clumsy in key moments to make a big splash,0
3223,"a small gem of a movie that defies classification and is as thought provoking as it is funny , scary and sad",1
3224,"the ch teau would have been benefited from a sharper , cleaner script before it went in front of the camera",0
3225,quite good at providing some good old fashioned spooks,1
3226,"arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws",1
3227,` the ch teau is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot ',0
3228,"in that setting , their struggle is simply too ludicrous and borderline insulting",0
3229,"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold !",1
3230,"literary purists may not be pleased , but as far as mainstream matinee style entertainment goes , it does a bang up job of pleasing the crowds",1
3231,it 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '',0
3232,a wild ride of a movie that keeps throwing fastballs,1
3233,"tunney , brimming with coltish , neurotic energy , holds the screen like a true star",1
3234,the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness,1
3235,romething 's really wrong with this ricture !,0
3236,an uninspired preachy and clich d war film,0
3237,el crimen del padre amaro would likely be most effective if used as a tool to rally anti catholic protestors,0
3238,a processed comedy chop suey,0
3239,"rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80",1
3240,part of the charm of satin rouge is that it avoids the obvious with humour and lightness,1
3241,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art house moviegoer is likely to find compelling",1
3242,"great performances , stylish cinematography and a gritty feel help make gangster no 1 a worthwhile moviegoing experience",1
3243,but that they are doing it is thought provoking,1
3244,"the film has a nearly terminal case of the cutes , and it 's neither as funny nor as charming as it thinks it is",0
3245,the screenplay flounders under the weight of too many story lines,0
3246,an improvement on the feeble examples of big screen poke mania that have preceded it,1
3247,manages to please its intended audience children without placing their parents in a coma like state,1
3248,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers,0
3249,serving sara should be served an eviction notice at every theater stuck with it,0
3250,what 's hard to understand is why anybody picked it up,0
3251,a winning and wildly fascinating work,1
3252,blue crush is so prolonged and boring it is n't even close to being the barn burningly bad movie it promised it would be,0
3253,"for once , a movie does not proclaim the truth about two love struck somebodies , but permits them time and space to convince us of that all on their own",1
3254,lrb fincher 's rrb camera sense and assured pacing make it an above average thriller,1
3255,"but while the highly predictable narrative falls short , treasure planet is truly gorgeous to behold",1
3256,"there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally",0
3257,"some fine acting , but ultimately a movie with no reason for being",0
3258,"and if you appreciate the one sided theme to lawrence 's over indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self glorified martin lawrence lovefest",0
3259,"it 's consistently funny , in an irresistible junior high way , and consistently free of any gag that would force you to give it a millisecond of thought",1
3260,"it 's definitely not made for kids or their parents , for that matter , and i think even fans of sandler 's comic taste may find it uninteresting",0
3261,"things really get weird , though not particularly scary the movie is all portent and no content",0
3262,a properly spooky film about the power of spirits to influence us whether we believe in them or not,1
3263,"drawing on an irresistible , languid romanticism , byler reveals the ways in which a sultry evening or a beer fueled afternoon in the sun can inspire even the most retiring heart to venture forth",1
3264,"there 's absolutely no reason why blue crush , a late summer surfer girl entry , should be as entertaining as it is",1
3265,mike leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life,1
3266,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed down approach wears thin",0
3267,transforms one of lrb shakespeare 's rrb deepest tragedies into a smart new comedy,1
3268,"successfully blended satire , high camp and yet another sexual taboo into a really funny movie",1
3269,a sweet tempered comedy that forgoes the knee jerk misogyny that passes for humor in so many teenage comedies,1
3270,an elegant film with often surprising twists and an intermingling of naivet and sophistication,1
3271,even better than the first one !,1
3272,i ca n't recommend it,0
3273,poor ben bratt could n't find stardom if mapquest emailed him point to point driving directions,0
3274,"more of the same from taiwanese auteur tsai ming liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films",1
3275,allen shows he can outgag any of those young whippersnappers making moving pictures today,1
3276,by the numbers yarn,0
3277,"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 aimed specifically at a grade school audience",1
3278,those who trek to the ` plex predisposed to like it probably will enjoy themselves,1
3279,an ambitious ` what if ? ',1
3280,"when a movie has stuck around for this long , you know there 's something there",1
3281,"nothing wrong with performances here , but the whiney characters bugged me",0
3282,"it 's a boring movie about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring",1
3283,"a first class , thoroughly involving b movie that effectively combines two surefire , beloved genres the prison flick and the fight film",1
3284,"the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats ' perspective",1
3285,"even if you 've seen `` stomp '' lrb the stage show rrb , you still have to see this !",1
3286,"this familiar rise and fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times",1
3287,"the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations",1
3288,"while not all that bad of a movie , it 's nowhere near as good as the original",0
3289,"as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism",1
3290,"its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff",1
3291,a less than thrilling thriller,0
3292,"would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement",0
3293,"the hard to predict and absolutely essential chemistry between the down to earth bullock and the nonchalant grant proves to be sensational , and everything meshes in this elegant entertainment",1
3294,"some of the most ravaging , gut wrenching , frightening war scenes since `` saving private ryan '' have been recreated by john woo in this little known story of native americans and their role in the second great war",1
3295,morton deserves an oscar nomination,1
3296,you 'll just have your head in your hands wondering why lee 's character did n't just go to a bank manager and save everyone the misery,0
3297,"by turns pretentious , fascinating , ludicrous , provocative and vainglorious",1
3298,it 's kind of sad that so many people put so much time and energy into this turkey,0
3299,"lrb davis rrb wants to cause his audience an epiphany , yet he refuses to give us real situations and characters",0
3300,it all looks and plays like a 40 million version of a game you 're more likely to enjoy on a computer,0
3301,"van wilder has a built in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest",0
3302,forget the psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore,0
3303,"it 's too harsh to work as a piece of storytelling , but as an intellectual exercise an unpleasant debate that 's been given the drive of a narrative and that 's been acted out the believer is nothing less than a provocative piece of work",1
3304,"there 's no excuse for following up a delightful , well crafted family film with a computer generated cold fish",0
3305,a very capable nailbiter,1
3306,one scene after another in this supposedly funny movie falls to the floor with a sickening thud,0
3307,"a witty , whimsical feature debut",1
3308,`` lrb hopkins rrb does n't so much phone in his performance as fax it,0
3309,a moving and stark reminder that the casualties of war reach much further than we imagine,1
3310,"no big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film",0
3311,wedding feels a bit anachronistic,0
3312,"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness",0
3313,"schepisi , aided by a cast that seems to include every top notch british actor who did not appear in gosford park lrb as well as one , ms mirren , who did rrb , has succeeded beyond all expectation",1
3314,this movie got me grinning,1
3315,a haunting tale of murder and mayhem,1
3316,"weighted down with slow , uninvolving storytelling and flat acting",0
3317,me without you has a bracing truth that 's refreshing after the phoniness of female bonding pictures like divine secrets of the ya ya sisterhood,1
3318,consummate actor barry has done excellent work here,1
3319,a decent enough nail biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood,1
3320,the plot weaves us into a complex web,1
3321,too infuriatingly quirky and taken with its own style,0
3322,"the most opaque , self indulgent and just plain goofy an excuse for a movie as you can imagine",0
3323,the scorpion king is more fun than conan the barbarian,1
3324,he has a great cast and a great idea,1
3325,"`` sweet home alabama '' is what it is a nice , harmless date film",1
3326,"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end you almost do n't notice the 129 minute running time",1
3327,"diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused",1
3328,"sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be",1
3329,"sadly , full frontal plays like the work of a dilettante",0
3330,runs on the pure adrenalin of pacino 's performance,1
3331,"the tuxedo was n't just bad it was , as my friend david cross would call it , ` hungry man portions of bad '",0
3332,"shyamalan takes a potentially trite and overused concept lrb aliens come to earth rrb and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion",1
3333,"`` spider man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",1
3334,"the film is visually dazzling , the depicted events dramatic , funny and poignant",1
3335,"a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , would have a good time here",0
3336,"like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea 's recent past and south korea 's future adds a much needed moral weight",1
3337,a charmer from belgium,1
3338,"it 's not only dull because we 've seen lrb eddie rrb murphy do the genial rogue shtick to death , but because the plot is equally hackneyed",0
3339,"even during the climactic hourlong cricket match , boredom never takes hold",1
3340,a movie that sends you out of the theater feeling like you 've actually spent time living in another community,1
3341,pipe dream does have its charms,1
3342,"if you 're part of her targeted audience , you 'll cheer",1
3343,crush could be the worst film a man has made about women since valley of the dolls,0
3344,"it 's very beavis and butthead , yet always seems to elicit a chuckle",1
3345,"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were",1
3346,a modestly made but profoundly moving documentary,1
3347,"grows decidedly flimsier with its many out sized , out of character and logically porous action set pieces",0
3348,"fessenden continues to do interesting work , and it would be nice to see what he could make with a decent budget",1
3349,"as a feature length film , it wears out its welcome as tryingly as the title character",0
3350,frank capra played this story straight,1
3351,control alt delete simone as quickly as possible,0
3352,"nevertheless , it still seems endless",0
3353,"there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title",0
3354,mel gibson fights the good fight in vietnam in director randall wallace 's flag waving war flick with a core of decency,1
3355,"for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped",0
3356,`` barbershop '' is a good hearted ensemble comedy with a variety of quirky characters and an engaging story,1
3357,"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude",1
3358,"this hastily mounted production exists only to capitalize on hopkins ' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book",0
3359,"fortunately , elling never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry",1
3360,"but it has an ambition to say something about its subjects , but not a willingness",0
3361,"please , someone , stop eric schaeffer before he makes another film",0
3362,"sheridan had a wonderful account to work from , but , curiously , he waters it down , turning grit and vulnerability into light reading",0
3363,"despite its faults , gangs excels in spectacle and pacing",1
3364,"a loud , low budget and tired formula film that arrives cloaked in the euphemism ` urban drama '",0
3365,"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness",1
3366,provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views,1
3367,"flat , misguided comedy",0
3368,it 's been done before but never so vividly or with so much passion,1
3369,"berling and b art continue to impress , and isabelle huppert again shows uncanny skill in getting under the skin of her characters",1
3370,serious movie goers embarking upon this journey will find that the road to perdition leads to a satisfying destination,1
3371,this overproduced piece of dreck is shockingly bad and absolutely unnecessary,0
3372,there are moments of hilarity to be had,1
3373,"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb",1
3374,"i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies !",0
3375,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd,0
3376,it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times to save their children and yet to lose them,1
3377,the film jolts the laughs from the audience as if by cattle prod,1
3378,"plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo",0
3379,"elegant , mannered and teasing",1
3380,"plays like a badly edited , 91 minute trailer lrb and rrb the director ca n't seem to get a coherent rhythm going",0
3381,"there are flaws , but also stretches of impact and moments of awe we 're wrapped up in the characters , how they make their choices , and why",1
3382,"by turns touching , raucously amusing , uncomfortable , and , yes , even sexy , never again is a welcome and heartwarming addition to the romantic comedy genre",1
3383,"not the great american comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too",1
3384,kapur 's contradictory feelings about his material result in a movie that works against itself,0
3385,but they fascinate in their recklessness,1
3386,"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist",1
3387,this is an action movie with an action icon who 's been all but decommissioned,0
3388,worth catching for griffiths ' warm and winning central performance,1
3389,` cq may one day be fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,0
3390,who cares ? rrb,0
3391,neither revelatory nor truly edgy merely crassly flamboyant and comedically labored,0
3392,"an unflinching , complex portrait of a modern israel that is rarely seen on screen",1
3393,the first question to ask about bad company is why anthony hopkins is in it,0
3394,an intelligent romantic thriller of a very old school kind of quality,1
3395,"it 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting",0
3396,"a distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze",0
3397,"a b movie you can sit through , enjoy on a certain level and then forget",1
3398,"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction",1
3399,"enjoyably dumb , sweet , and intermittently hilarious if you 've a taste for the quirky , steal a glimpse",1
3400,there 's a great deal of corny dialogue and preposterous moments,0
3401,williams absolutely nails sy 's queasy infatuation and overall strangeness,1
3402,"curiously , super troopers suffers because it does n't have enough vices to merit its 103 minute length",0
3403,"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma",0
3404,watch barbershop again if you 're in need of a cube fix this is n't worth sitting through,0
3405,an awkwardly garish showcase that diverges from anything remotely probing or penetrating,0
3406,"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire",0
3407,i have n't laughed that hard in years !,1
3408,sorvino is delightful in the central role,1
3409,"a gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost",1
3410,what a great way to spend 4 units of your day,1
3411,a passionately inquisitive film determined to uncover the truth and hopefully inspire action,1
3412,both a successful adaptation and an enjoyable film in its own right,1
3413,and vin diesel is the man,1
3414,just a kiss is a just a waste,0
3415,murder by numbers just does n't add up,0
3416,"all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new",0
3417,"this is popcorn movie fun with equal doses of action , cheese , ham and cheek lrb as well as a serious debt to the road warrior rrb , but it feels like unrealized potential",1
3418,"in death to smoochy , we do n't get williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing",1
3419,an uneven mix of dark satire and childhood awakening,0
3420,the movie is about as humorous as watching your favorite pet get buried alive,0
3421,bears is even worse than i imagined a movie ever could be,0
3422,dramatically lackluster,0
3423,made eddie murphy a movie star and the man has n't aged a day,1
3424,this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground,1
3425,"yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it",1
3426,their contrast is neither dramatic nor comic it 's just a weird fizzle,0
3427,all the characters are clinically depressed and have abandoned their slim hopes and dreams,0
3428,"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality",0
3429,"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices",1
3430,"tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span",0
3431,the obnoxious title character provides the drama that gives added clout to this doc,1
3432,"you emerge dazed , confused as to whether you 've seen pornography or documentary",0
3433,"lucy 's a dull girl , that 's all",0
3434,sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments,1
3435,"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length",0
3436,"it looks closely , insightfully at fragile , complex relationships",1
3437,the story has some nice twists but the ending and some of the back story is a little tired,0
3438,is an inexpressible and drab wannabe looking for that exact niche,0
3439,"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece",0
3440,"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative",1
3441,this is one of the rarest kinds of films a family oriented non disney film that is actually funny without hitting below the belt,1
3442,"for almost the first two thirds of martin scorsese 's 168 minute gangs of new york , i was entranced",1
3443,"a cheap , ludicrous attempt at serious horror",0
3444,"an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film",0
3445,enticing and often funny documentary,1
3446,but one thing 's for sure it never comes close to being either funny or scary,0
3447,the movie eventually snaps under the strain of its plot contrivances and its need to reassure,0
3448,"whereas oliver stone 's conspiracy thriller jfk was long , intricate , star studded and visually flashy , interview with the assassin draws its considerable power from simplicity",1
3449,the komediant is a tale worth catching,1
3450,"the holes in this film remain agape holes punched through by an inconsistent , meandering , and sometimes dry plot",0
3451,worth seeing just for weaver and lapaglia,1
3452,"it follows the blair witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes",0
3453,an encouraging effort from mccrudden,1
3454,"i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise",1
3455,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball ''",1
3456,"initially gripping , eventually cloying pow drama",1
3457,this is not a jackie chan movie,0
3458,chamber of secrets will find millions of eager fans,1
3459,lacks the visual flair and bouncing bravado that characterizes better hip hop clips and is content to recycle images and characters that were already tired 10 years ago,0
3460,"a timid , soggy near miss",0
3461,"a solidly constructed , entertaining thriller that stops short of true inspiration",1
3462,a quiet family drama with a little bit of romance and a dose of darkness,1
3463,"smith examines the intimate , unguarded moments of folks who live in unusual homes which pop up in nearly every corner of the country",1
3464,"i admire it and yet can not recommend it , because it overstays its natural running time",0
3465,thoroughly engrossing and ultimately tragic,0
3466,i can analyze this movie in three words thumbs friggin ' down,0
3467,"if only it were , well , funnier",0
3468,"it is messy , uncouth , incomprehensible , vicious and absurd",0
3469,"from its invitingly upbeat overture to its pathos filled but ultimately life affirming finale , martin is a masterfully conducted work",1
3470,charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions,0
3471,kung pow seems like some futile concoction that was developed hastily after oedekerk and his fellow moviemakers got through crashing a college keg party,0
3472,"its premise is smart , but the execution is pretty weary",0
3473,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed,1
3474,"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience",0
3475,"somewhere inside the mess that is world traveler , there is a mediocre movie trying to get out",0
3476,"first and foremost the reason to go see `` blue crush '' is the phenomenal , water born cinematography by david hennings",1
3477,connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus,1
3478,"gaunt , silver haired and leonine , lrb harris rrb brings a tragic dimension and savage full bodied wit and cunning to the aging sandeman",1
3479,"left me with the visceral sensation of longing , lasting traces of charlotte 's web of desire and desperation",1
3480,"the problem with the bread , my sweet is that it 's far too sentimental",0
3481,combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration,1
3482,"loud , chaotic and largely unfunny",0
3483,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort",0
3484,a movie to forget,0
3485,rife with nutty cliches and far too much dialogue,0
3486,"starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter",0
3487,a raunchy and frequently hilarious follow up to the gifted korean american stand up 's i 'm the one that i want,1
3488,"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration",1
3489,an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike,0
3490,"the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie",0
3491,"if that does n't clue you in that something 's horribly wrong , nothing will",0
3492,this loud and thoroughly obnoxious comedy about a pair of squabbling working class spouses is a deeply unpleasant experience,0
3493,it 's not an easy one to review,0
3494,"ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002",0
3495,the film has a terrific look and salma hayek has a feel for the character at all stages of her life,1
3496,"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies",1
3497,"this is for the most part a useless movie , even with a great director at the helm",0
3498,lrb reaches rrb wholly believable and heart wrenching depths of despair,1
3499,"the film fearlessly gets under the skin of the people involved this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture",1
3500,"for a movie about the power of poetry and passion , there is precious little of either",0
3501,"unfortunately , we 'd prefer a simple misfire",0
3502,a true delight,1
3503,an awful snooze,0
3504,does n't really add up to much,0
3505,"an interesting psychological game of cat and mouse , three dimensional characters and believable performances all add up to a satisfying crime drama",1
3506,"a new film from bill plympton , the animation master , is always welcome",1
3507,watching `` ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale,0
3508,"cox offers plenty of glimpses at existing photos , but there are no movies of nijinsky , so instead the director treats us to an aimless hodgepodge",0
3509,"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers",0
3510,"nothing happens , and it happens to flat characters",0
3511,leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion,0
3512,"`` white oleander , '' the movie , is akin to a reader 's digest condensed version of the source material",0
3513,"high drama , disney style a wing and a prayer and a hunky has been pursuing his castle in the sky",1
3514,"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs",0
3515,a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture,1
3516,"it 's the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers do n't make often enough",1
3517,the action sequences are fun and reminiscent of combat scenes from the star wars series,1
3518,"the work of an exhausted , desiccated talent who ca n't get out of his own way",1
3519,the problem is that van wilder does little that is actually funny with the material,0
3520,no cliche escapes the perfervid treatment of gang warfare called ces wild,0
3521,comes off like a bad imitation of the bard,0
3522,the sweetest thing leaves an awful sour taste,0
3523,it 's a great american adventure and a wonderful film to bring to imax,1
3524,resembles a soft porn brian de palma pastiche,0
3525,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot,1
3526,the sentimental cliches mar an otherwise excellent film,1
3527,hollywood has taken quite a nosedive from alfred hitchcock 's imaginative flight to shyamalan 's self important summer fluff,0
3528,this is standard crime drama fare instantly forgettable and thoroughly dull,0
3529,eyre is on his way to becoming the american indian spike lee,1
