,text,lbl_index,labels
3418,what is the meaning of my name felix,7,def
3419,What is a manager appointment?,7,def
3420,Who wrote A.I. Artificial Intelligence?,4,ind
3421,explain the role of computer in operation research,12,desc
3422,who developed the first intelligence test and for what reason,9,reason
3423,what does avulsion mean in relation to orthopedic injuries,7,def
3424,What does antibiosis mean?,7,def
3425,what are the biotic components of an ecosystem,14,other
3426,What is an example of a critical habitat consideration that would apply to plant wildlife?,12,desc
3427,which type of forest ecosystem is found in vindhyan range,14,other
3428,What is chattista?,7,def
3429,What is sheftalia?,7,def
3430,What is caldeirada?,7,def
3431,explain the process through which the panama canal was constructed,12,desc
3432,what is the name of the canal that separates central and south america,14,other
3433,What is paklava?,7,def
3434,What is hong bao the Cantonese word for?,7,def
3435,Where was there a drought?,14,other
3436,What is the mean rain above in Namibia?,7,def
3437,"What is an ""ensi""?",7,def
3438,what do the red stripes on the canadian flag mean,7,def
3439,what is a code white in a hospital in canada,7,def
3440,where does the term black leg come from,12,desc
3441,where does beef and blackbean sauce come from,14,other
3442,What is a polular green soup of Egypt?,17,food
3443,What does Tajikistan mean?,7,def
3444,What is Laurisilva?,7,def
3445,What is the Rodoviária?,7,def
3446,What are immunoassays?,7,def
3447,ceasefire line of kashmir came into existence in,14,other
3448,who is the governer of jammu and kashmir,4,ind
3449,What is east of Balochistan?,14,other
3450,What was Sega's multimedia player?,5,gr
3451,what is ip multimedia subsystem ( ims ),7,def
3452,What is kef?,7,def
3453,What are cladding layers?,7,def
3454,What is SWR?,3,exp
3455,what kind of foam is in life jackets,28,substance
3456,What are CMBS?,3,exp
3457,What are immunoassays?,7,def
3458,What is sheftalia?,7,def
3459,What is the radiation patter influenced by?,14,other
3460,What is nuclear matter similar to?,7,def
3461,the spontaneous emission of radiation by a nucleus is known as,20,termeq
3462,what is a doctor of physical medicine and rehabilitation,4,ind
3463,who is an architect and what does he do,4,ind
3464,what are the two main types of chiropractors,14,other
3465,what is the basic function of the cookie and where is it stored,9,reason
3466,what is the meaning of http in computer,7,def
3467,where did toll house cookies get their name,14,other
3468,what is the normal vision of human eye,14,other
3469,What is kef?,7,def
3470,where is the cornea located in the eye,22,body
3471,What does the term partial atmospheric pressure refer to?,20,termeq
3472,explain the significance of the tilt of the earth and how it affects the temperature,12,desc
3473,what is meant by force at a distance,7,def
3474,what causes the rainfall during summer monsoons in japan,9,reason
3475,what is the meaning of li in chinese,7,def
3476,"What is the Chinese, Japanese, and Korean translations for Neptune? ",20,termeq
3477,What is post-punk?,7,def
3478,What was Ireland's police force called?,5,gr
3479,Who shares power in Northern Ireland?,4,ind
3480,where is growth hormone releasing hormone secreted from,14,other
3481,how many hormones are in the female body,13,count
3482,what will trigger the release of hormone gastrin in the stomach,9,reason
3483,what is the mutation of sickle cell anemia,7,def
3484,what does rdw mean on a cbc blood test,7,def
3485,What is SWR?,3,exp
3486,meaning of the name tamara in the bible,7,def
3487,what is the meaning of the name adrienne,7,def
3488,what is the meaning of my name stephanie,7,def
3489,What is sheftalia?,7,def
3490,What is Geimsa stain?,7,def
3491,What is chattista?,7,def
3492,where do the waves that are commonly called light fall on the spectrum,14,other
3493,What frequencies is associated with shorter wavelengths?,14,other
3494,What spectrum of light is red within?,14,other
3495,when did the vietnam war end and who won,8,date
3496,when did the vietnam war start for us,8,date
3497,when did the vietnam war end for the us,8,date
3498,What are pili?,7,def
3499,name the branch of zoology that deals with the scientific study of animal behaviour,5,gr
3500,who is an architect and what does he do,4,ind
3501,the iliad is an example of what type of literary work,1,cremat
3502,what is the meaning of reading and writing,7,def
3503,what is meant by a negative feedback system,7,def
3504, Where does formal learning occur?,14,other
3505,the most important element of conditioning learning is,12,desc
3506,What does education increase in a student?,14,other
3507,what is the definition of a first second and third world country,7,def
3508,Which country is the worlds fourth largest?,18,country
3509,when did ireland became a first world country,8,date
3510,what is the meaning of the name barbara,7,def
3511,what is the meaning of my name felix,7,def
3512,what is the meaning of the name horeb,7,def
3513,What is lountza?,7,def
3514,What is sheftalia?,7,def
3515,What is the Rodoviária?,7,def
3516,where did the term fore in golf come from,12,desc
3517,difference between classical and quantum theory of raman effect,12,desc
3518,What is one scheme of Quantum Dot excitation?,7,def
3519,What part of quantum field theory are electric and magnetic fields?,14,other
3520,what is the meaning of the name adrienne,7,def
3521,what is the meaning of the name raymond,7,def
3522,what 's the meaning of the name michael,7,def
3523,what is captain morgan spiced rum made of,17,food
3524,what is in long island iced tea mix,17,food
3525,how many ml in a half pint of vodka,13,count
3526,What does Tajikistan mean?,7,def
3527,What are otsagorgs?,7,def
3528,what is the meaning of communion of saints,7,def
3529,What is Geimsa stain?,7,def
3530,What is kef?,7,def
3531,What is Numaish?,7,def
3532,What is Laurisilva?,7,def
3533,what is vo2 max and how is it tested,7,def
3534,What is a vacuum?,7,def
3535,What is paklava?,7,def
3536,What is the most-accountable IGO?,3,exp
3537,"For sudden surges in pressure above the cab, what is used as a ""brake""?",20,termeq
3538,what is the difference between brake lining and brake pads,12,desc
3539,There was a decreased use of what type of braking?,14,other
3540,how many languages in new 500 rupee note,13,count
3541,how many language are mentioned in the note of indian rupees,13,count
3542,What caused the Earths early crust to become molten?,9,reason
3543,which of the following is true of earth 's crust,12,desc
3544,what 's the cause of earth 's magnetic field,9,reason
3545,what does red flag with blue cross mean,7,def
3546,what does double yellow lines mean on a road,7,def
3547,what is the meaning of yellow card in fifa,7,def
3548,What are CMBS?,3,exp
3549,What are vishapagorgs?,7,def
3550,What are pili?,7,def
3551,what is the purpose of the ip address,9,reason
3552,which types of ip address is assigned to the dhcp server,14,other
3553,what is a network port on a computer,7,def
3554,what is  vacuum fluctuation?,7,def
3555,"In Whitehead's cosmology, what are the only things that fundamentally exist?",14,other
3556,What are gravitational waves?,7,def
3557,what is a network port on a computer,7,def
3558,What are cladding layers?,7,def
3559,What is BRT?,3,exp
3560,What was the Allied invasion of Normandy called?,10,event
3561,is an object-oriented language that is sometimes used in web programming,37,lang
3562,What does DBMS stand for?,3,exp
3563,What is database storage?,7,def
3564,what do the red stripes stand for on the american flag,7,def
3565,what does the red stripes mean on the american flag,7,def
3566,what do the stripes on the u.s. flag represent,7,def
3567,what is a data warehouse what is a data mart,7,def
3568,What is database storage?,7,def
3569,what is aws and what services are provided,7,def
3570,What are pili?,7,def
3571,What is jupiter?,7,def
3572,What are Stromatolites?,7,def
3573,which of the following languages is a subject of c++ language,37,lang
3574,explain syntax and usage of scanf ( ),12,desc
3575,who develops the first computer language called cobol,4,ind
3576,what is the purpose of an editorial in a newspaper,9,reason
3577,What is Tucson's daily legal paper?,1,cremat
3578,mahatma gandhi was the editor of which newspaper,1,cremat
3579,what are the various types of software define them,20,termeq
3580,What is poaching?,7,def
3581,what is an operating system explain its functions,7,def
3582,what is the meaning of the word torah,7,def
3583,what is the history between israel and palestine,12,desc
3584,what was the balfour declaration and what did it do,7,def
3585,What does antibiosis mean?,7,def
3586,what does o with line over it mean,7,def
3587,What is jupiter?,7,def
3588,what does the term perihelion and aphelion mean,7,def
3589,what is the significance of the celestial object eris,12,desc
3590,What is a vacuum?,7,def
3591,What is jupiter?,7,def
3592,what is a gold ring made out of,28,substance
3593,What is the Rodoviária?,7,def
3594,what 's the meaning of the name michael,7,def
3595,what is the biblical meaning of the name cameron,7,def
3596,what is the meaning of my name felix,7,def
3597,who develops the first computer language called cobol,4,ind
3598,What group discovered COBOL?,5,gr
3599,Why was COBOL removed?,9,reason
3600,What is sheftalia?,7,def
3601,What is lountza?,7,def
3602,What is ghapama?,7,def
3603,what was the first colony established by the british,14,other
3604, What colony did Roger Williams escape from?,14,other
3605,What colony was Roger Williams the founder of?,14,other
3606,what is the most important element for successful cpr,28,substance
3607,what does t wave inversion on ekg mean,7,def
3608,Why are the presence of certain enzymes a sign of good health?,9,reason
3609,where are trypsin and pepsin produced in the digestive system,14,other
3610,where are the enzymes and other proteins that make up the electron transport chain found,14,other
3611,When did the Cimbrian War end?,8,date
3612,when did the movie the room come out,8,date
3613,What war began in the year 113 BC?,10,event
3614,In what centennial was the massacre of the French of Ottoman descent?,8,date
3615,who was the first man shot in the boston massacre,4,ind
3616,where did the texas chainsaw massacre happen at,14,other
3617,What was the sampling rate for the four-channel sound?,38,perc
3618,what are the three postulates of the cell theory,12,desc
3619,What is the Michelson-Morley experiment?,7,def
3620,What is a common opinion of metaphysics?,12,desc
3621,what is a group in the periodic table,7,def
3622,What is industrialization? ,7,def
3623,where are actinides found on the periodic table,14,other
3624,what can cause flu like symptoms without fever,9,reason
3625,"What is the causative agent of ""strep throat""?",23,dismed
3626,What are the deadliest diseases caused by bacteria?,23,dismed
3627,what is a network port on a computer,7,def
3628,what are the names of the 5 pillars of islam,14,other
3629,where did the seven deadly sins come from,12,desc
3630,the five virtues are called weapons in sikhism,14,other
3631,What is a key used for?,9,reason
3632,What other event is the immaculate conception similar to?,10,event
3633,Who raised the question of the Immaculate Conception in the 1200s?,4,ind
3634,According to the Anglicans what are the teachings on The Assumption and Immaculate conception not cosistant with?,12,desc
3635,What is Portuguese pavement?,7,def
3636,What are gendarmerie?,7,def
3637,what is the dot on the forehead in india mean,7,def
3638,what is the dot on i and j called,20,termeq
3639,what does o with line over it mean,7,def
3640,What is a cultural phenomenon? ,7,def
3641,What is ghapama?,7,def
3642,What is kef?,7,def
3643,what do the numbers mean on royal doulton,7,def
3644,What did Opera America call the San Francisco Opera at the Civic Center Plaza?,20,termeq
3645,what does o with line over it mean,7,def
3646,where did the idea of states come from,12,desc
3647,what are the three postulates of the cell theory,12,desc
3648,What does antibiosis mean?,7,def
3649,What is a polular green soup of Egypt?,17,food
3650,Green sulfur-bacteria is typical representative of what type of bacteria?,2,animal
3651,What has a predominant light wavelength of 640-720 nanometres?,14,other
3652,What is ghapama?,7,def
3653,What is a discrete transistor?,7,def
3654,What type of storm is a minor threat to Charleston in the summer and early fall?,10,event
3655, What type of storm is The Pooter on Neptune?,10,event
3656,what causes the strong winds associated with a tornado answers.com,9,reason
3657,what is the purpose of the ip address,9,reason
3658,which types of ip address is assigned to the dhcp server,14,other
3659,what is a network port on a computer,7,def
3660,what is on the far side of moon,14,other
3661,what phase of the moon is a lunar eclipse,8,date
3662,what does moon does not pass the meridian on this day mean,14,other
3663,when does a person go into diabetic coma,8,date
3664,People with diabetes have an increased likelihood of what side effect?,12,desc
3665,what kind of insulin do insulin pumps use,23,dismed
3666,Whose design was the Nazi flag?,4,ind
3667,what is the meaning of the buddhist symbol,7,def
3668,what is the meaning of the colors of the flag,7,def
3669,who coined the phrase make love not war,4,ind
3670,who 's making love with your old lady,4,ind
3671,what does rdw mean on a cbc blood test,7,def
3672,on the diagram which white blood cell is a neutrophil,14,other
3673,what 's the meaning of the name michael,7,def
3674,what is the meaning of the name raymond,7,def
3675,what is the meaning of the name adrienne,7,def
3676,What is chattista?,7,def
3677,What is caldeirada?,7,def
3678,What is Laurisilva?,7,def
3679,what is the importance of deep sea diving,12,desc
3680,alteration of consciousness during deep sea diving is known as,20,termeq
3681,what happens when a diver gets the bends,12,desc
3682,what does an email in all caps mean,7,def
3683,What is the syrinx?,7,def
3684,What is the Rodoviária?,7,def
3685,What is sheftalia?,7,def
3686,what 's the meaning of the name michael,7,def
3687,what is the meaning of the name halley,7,def
3688,what is the meaning of my name felix,7,def
3689,What does the abbreviation CHOP stand for? ,3,exp
3690,What does USAAC stand for?,3,exp
3691,What does OSCE stand for?,3,exp
3692,What is lountza?,7,def
3693,What is the Rodoviária?,7,def
3694,What is a CAFS decelerator?,7,def
3695,What are bhattis?,7,def
3696,What are immunoassays?,7,def
3697,What are vishapagorgs?,7,def
3698,what 's the meaning of the name michael,7,def
3699,what is the meaning of the name adrienne,7,def
3700,what is the meaning of the name barbara,7,def
3701,What are Stromatolites?,7,def
3702,What can be measured in the atmosphere?,14,other
3703,What measurements are used to measure mercury in the air?,14,other
3704,what is the meaning of the name adrienne,7,def
3705,what is the meaning of the name halley,7,def
3706,what is the meaning of my name stephanie,7,def
3707,what is the meaning of the jewish hat,7,def
3708,what is the name for a bishops hat,20,termeq
3709,what is the definition of the name tiffany,7,def
3710,what is the meaning of my name stephanie,7,def
3711,what is the meaning of the name adrienne,7,def
3712,What is ghapama?,7,def
3713,What is industrialization? ,7,def
3714,What is the Rodoviária?,7,def
3715,where does the sound originate and how is it produced,14,other
3716,what is the blaster sound in star wars,7,def
3717,What is kef?,7,def
3718,where do you have pain with carpal tunnel,14,other
3719,How is pain in the left arm often described?,0,manner
3720,what does avulsion mean in relation to orthopedic injuries,7,def
3721,what do the symbols on the ouija board mean,7,def
3722,What are vishapagorgs?,7,def
3723,How many types of cacti are the on St. Barts?,13,count
3724,what kind of yucca plant do i have,30,plant
3725,What are the most diverse group of land plants?,30,plant
3726,What are Stromatolites?,7,def
3727,What are pili?,7,def
3728,when did amphibians begin to colonize land as the first terrestrial vertebrates,8,date
3729,what is a network port on a computer,7,def
3730,what is meant by an operating system in a computer environment,7,def
3731,What is portable from one DBMS to another?,14,other
3732,where does the term sand dancer come from,12,desc
3733,What are the names of the Greco-Turkish dances?,29,sport
3734,What is caldeirada?,7,def
3735,What is lountza?,7,def
3736,what is the meaning of the name adrienne,7,def
3737,what is the meaning of the name barbara,7,def
3738,what is the meaning of the name halley,7,def
3739,What is caldeirada?,7,def
3740,What is chattista?,7,def
3741,What is lountza?,7,def
3742,"What is an ""ensi""?",7,def
3743,what is william blake 's london poem about,1,cremat
3744,what is the poem elegy written in a country churchyard about,1,cremat
3745,what is the poem tell tale heart about,12,desc
3746,who made the 12 days of christmas song,4,ind
3747,why do we celebrate christmas with christmas tree,9,reason
3748,is there a difference between xmas and christmas,12,desc
3749,what is principle of mathematical induction explain with the help of an example,12,desc
3750,In what manner did hydraulic cranes employ Pascal's law? ,31,techmeth
3751,what is the difference between litres and kilograms,12,desc
3752,"What is the national motto ""In God We Trust"" officially known as?",12,desc
3753," What is the national motto ""In God We Trust"" unofficially known as?",12,desc
3754,where does the saying another day another dollar come from,12,desc
3755,What is a vacuum?,7,def
3756,what is a box junction on the road,14,other
3757,What is paklava?,7,def
3758,what type of mutation is fragile x syndrome,23,dismed
3759,What does necrosis trigger?,14,other
3760,what does avulsion mean in relation to orthopedic injuries,7,def
3761,what is  vacuum fluctuation?,7,def
3762,"In Whitehead's cosmology, what are the only things that fundamentally exist?",14,other
3763,What is a vacuum?,7,def
3764,is e = mc2 a theory or a law,7,def
3765,What does ATC stand for?,3,exp
3766,What does OSCE stand for?,3,exp
3767,What does KUSMS stand for?,3,exp
3768,What is Geimsa stain?,7,def
3769,What are immunoassays?,7,def
3770,What is sheftalia?,7,def
3771,what were the values of the victorian era,12,desc
3772,when does a value become a moral value,8,date
3773,What are immunoassays?,7,def
3774,what is the mutation of sickle cell anemia,7,def
3775,what does rdw mean on a cbc blood test,7,def
3776,What is the definition of pathological dysfunction?,7,def
3777,What are Stromatolites?,7,def
3778,What is lountza?,7,def
3779,what kind of worms does pyrantel pamoate kill,2,animal
3780,What s the Scientific Revolution?,7,def
3781,"The scientific revolution contributed to what, in terms of science?",9,reason
3782,what does joint tenancy mean in real estate,7,def
3783,where might a real estate legal description most likely include a datum,14,other
3784,When was the first Sino-Japanese War?,8,date
3785,When was the Republic of China established?,8,date
3786,What was the last part of China with farmland left?,14,other
3787,what does map mean on blood pressure machine,7,def
3788,where are the baroreceptors that monitor blood pressure located,14,other
3789,What is the definition of pathological dysfunction?,7,def
3790,what is the mutation of sickle cell anemia,7,def
3791,what does rdw mean on a cbc blood test,7,def
3792,What is the definition of pathological dysfunction?,7,def
3793,what day of the week is november 14th,8,date
3794,what holiday is it today in the uk,10,event
3795,where does the name d day come from,12,desc
3796,What are vishapagorgs?,7,def
3797,What are Stromatolites?,7,def
3798,What are gendarmerie?,7,def
3799,what is the meaning of the name raymond,7,def
3800,what 's the meaning of the name michael,7,def
3801,what is the meaning of the name adrienne,7,def
3802,what does it mean to be end of watch,7,def
3803,what does an abc fire extinguisher work for,14,other
3804,What is the Boom Festival?,7,def
3805,a well labelled diagram of a bunsen burner,14,other
3806,What are pili?,7,def
3807,What are bhattis?,7,def
3808,What are Stromatolites?,7,def
3809,what is the thickness of the milky way,40,dist
3810,how do you see the milky way galaxy,0,manner
3811,where can you see the milky way from earth,14,other
3812,what is the meaning of the name adrienne,7,def
3813,what is the meaning of the name halley,7,def
3814,what is the meaning of the name barbara,7,def
3815,where did the wicked witch of the west have a wart,14,other
3816,What are otsagorgs?,7,def
3817,What is a vacuum?,7,def
3818,how would you classify the s. pneumoniae bacteria,0,manner
3819,What features of an infectious organism does a culture allow examining?,12,desc
3820,What features of an infectious organism does a culture forbid examining?,12,desc
3821,What is a caretaker manager?,7,def
3822,What was Whitehead's description of God?,20,termeq
3823,How does he define entities' need for God?,0,manner
3824,What did God have foreshading of?,12,desc
3825,how many verses in the rime of the ancient mariner,13,count
3826,rhyme scheme of the poem ode on a grecian urn,12,desc
3827,What type of example can not be found of translating poetry for singing?,14,other
3828,what is a doctor of physical medicine and rehabilitation,4,ind
3829,What is an insensitivity to congenital pain?,7,def
3830,what does the word cholo mean in english,7,def
3831,what is the meaning of ji in hindi,7,def
3832,What is chattista?,7,def
3833,What is sheftalia?,7,def
3834,What is ghapama?,7,def
3835,What does ATC stand for?,3,exp
3836,What does OSCE stand for?,3,exp
3837,What does KUSMS stand for?,3,exp
3838,who is starring in a star is born,4,ind
3839,give any three differences between planets and stars,12,desc
3840,who are the stars of hart to hart,4,ind
3841,What is a discrete transistor?,7,def
3842,What is a transistor made of?,28,substance
3843,What does the transistor provide?,14,other
3844,what does the restaurant bj 's stand for,3,exp
3845,What is a vacuum?,7,def
3846,What is kef?,7,def
3847,what does it mean to say that python is a strongly-typed language,7,def
3848,what is the meaning of http in computer,7,def
3849,what is an operating system explain its functions,7,def
3850,What kind of sediment formed high-density metamorphic rock?,14,other
3851,where can you find marble rock in ireland,14,other
3852,what is the asthenosphere and why is it important,7,def
3853,what is a feature of the annual plan control,12,desc
3854,what does the word cholo mean in english,7,def
3855,where does an addendum go in a paper,14,other
3856,whats the longest word in the dictionary riddle,36,word
3857,what is the longest word on the english language,36,word
3858,What does Anglican mean?,7,def
3859,What are gravitational waves?,7,def
3860,What does antimatter annihilate?,14,other
3861,What is jupiter?,7,def
3862,Who are Cossacks?,12,desc
3863,What are Stromatolites?,7,def
3864,What are immunoassays?,7,def
3865,where does most of earths volcanic activity occur,14,other
3866,What is a vacuum?,7,def
3867,What volcano erupted in 1990?,14,other
3868,who is next of kin when someone dies,4,ind
3869,who is considered next of kin in michigan,4,ind
3870,joint tenancy with right of survivorship quit claim deed,14,other
3871,What is a vacuum?,7,def
3872,where does the saying fire in the hole come from,12,desc
3873,what is it called when you do n 't like small holes,20,termeq
3874,what does r / t mean on dodge,7,def
3875,what is doms car in fast and furious,7,def
3876,what 's the difference between a shelby and a mustang,12,desc
3877,what type of motor is used in most electric power steering ( eps ) systems,14,other
3878,what is a lateral arm on a car,7,def
3879,"In a gearless traction engine, what is the drive sheave attached to?",14,other
3880,whats another word for cell membrane?,36,word
3881,What is Laurisilva?,7,def
3882,What are vishapagorgs?,7,def
3883,What is chattista?,7,def
3884,why would someone take a chondroitin sulfate supplement,9,reason
3885,How does a plant benefit from competition?,0,manner
3886,which of the following refers to the function of plants,12,desc
3887,is e = mc2 a theory or a law,7,def
3888,where does the energy in fission come from,12,desc
3889,What is the Michelson-Morley experiment?,7,def
3890,where does the term manifest destiny come from,12,desc
3891,What is a key used for?,9,reason
3892,when is a memorandum of understanding legally binding,8,date
3893,What is The Triple Entente?,7,def
3894,"What is an ""ensi""?",7,def
3895,What is jupiter?,7,def
3896,What is sheftalia?,7,def
3897,what is the meaning of the name barbara,7,def
3898,what is the meaning of the name raymond,7,def
3899,what 's the meaning of the name michael,7,def
3900,What collective movement are the Quakers associated with?,5,gr
3901,what were the religious beliefs of the israelites,12,desc
3902,What is the Quakers unifying belief?,12,desc
3903,"What is an ""ensi""?",7,def
3904,What are immunoassays?,7,def
3905,What is ghapama?,7,def
3906,What is database storage?,7,def
3907,where is implicit memory stored in the brain,14,other
3908,what is a data warehouse what is a data mart,7,def
3909,what is the meaning of the name halley,7,def
3910,who is the sun goddess in greek mythology,4,ind
3911,what does the name isha mean in islam,7,def
3912,What type of country is Greece?,18,country
3913,where is athens greece located in the world,14,other
3914,What is jupiter?,7,def
3915,when does matt lanter show up in 90210,8,date
3916,What was the game in feudal territory was used as?,29,sport
3917,who introduced the feudal system in the peninsula,4,ind
3918,who owned land in the feudalism system of land ownership,4,ind
3919,What are antibiotics in chemical terms?,7,def
3920,what is the mechanism of action for aspirin,12,desc
3921,What does Pakistan mean?,7,def
3922,which are stronger intramolecular bonds or intermolecular forces,14,other
3923,describe carbon in covalent bonds and the importance of it,12,desc
3924,where is a glycosidic bond located in dna,14,other
3925,what is the product of a multiplication problem,7,def
3926,When are economic factors considered?,8,date
3927,what is the power factor of a purely resistive circuit,38,perc
3928,What is chattista?,7,def
3929,What is sheftalia?,7,def
3930,What is ghapama?,7,def
3931,who owns the means of production under capitalism,4,ind
3932,when economist use the term laissez-faire what economic idea are they referring to,12,desc
3933,how is the level of employment and income determined in a capitalist society,0,manner
3934,What is BRT?,3,exp
3935,What is lountza?,7,def
3936,What are gendarmerie?,7,def
3937,what do the candles on a birthday cake represent,7,def
3938,the phrase used more than any other soap in america is an example of,20,termeq
3939,what is the meaning of tbsp and tsp,7,def
3940,where did east london get its name from,14,other
3941,is city university part of university of london,5,gr
3942,in what part of london was the globe theatre built,14,other
3943,who are the shriners and what do they do,12,desc
3944,where did the legend of the phoenix originate,14,other
3945,who was in the first order of the phoenix,4,ind
3946,the origins of the word terrorism within western civilization can be traced back to,12,desc
3947,essay on terrorism in pakistan in simple english,1,cremat
3948,What does Pakistan mean?,7,def
3949,What is the Rodoviária?,7,def
3950,what does a rudder do on a boat,12,desc
3951,difference between open and closed type of vascular bundles,12,desc
3952,how many frets does a gibson sg have,13,count
3953,What is the syrinx?,7,def
3954,what 's the difference between a lute and a mandolin,12,desc
3955,what are the names of the star trek ships,44,veh
3956,what is the name of the ice planet in star wars,14,other
3957,who had the clones made in star wars,4,ind
3958,What are gendarmerie?,7,def
3959,what is the definition of receiver in communication,7,def
3960,What is a vacuum?,7,def
3961,what is batch processing system in operating system,7,def
3962,"How has ""Process and Reality"" been described? ",0,manner
3963,What is industrialization? ,7,def
3964,who is the half blood prince and what does it mean,7,def
3965,What is the definition of pathological dysfunction?,7,def
3966,What does necrosis trigger?,14,other
3967,What Latin word does the English word translation come from?,36,word
3968,grant exercised a total war philosophy during the civil war . what does total war mean,7,def
3969,where is the irving park neighborhood in chicago,14,other
3970,what is the state of illinois known for,11,state
3971,the location of chicago at 41 49 ' n latitude and 87 37 ' w longitude is an example of,14,other
3972,what teams make up the american league in baseball,5,gr
3973,how many players are in a baseball organization,13,count
3974,how many baseball teams are in the major league,13,count
3975,does hershey 's dark chocolate have milk in it,17,food
3976,who was the first person who made chocolate,4,ind
3977,what is butter pecan ice cream made out of,17,food
3978,What is Laurisilva?,7,def
3979,What is chattista?,7,def
3980,What is paklava?,7,def
3981,What is poaching?,7,def
3982,whats the longest word in the dictionary riddle,36,word
3983,what is the longest word on the english language,36,word
3984,"What is the origin of the word ""prehension""?",12,desc
3985,what happens when a diver gets the bends,12,desc
3986,What is the definition of pathological dysfunction?,7,def
3987,what is the meaning of among the sleep,7,def
3988,Sleeping birds often use a type of sleep known as what?,2,animal
3989,What is lountza?,7,def
3990,What is Laurisilva?,7,def
3991,What is ghapama?,7,def
3992,What is Article 93 about?,7,def
3993,what is the movie the theory of everything about,1,cremat
3994,what are the types of linux operating systems,14,other
3995,what is an operating system explain its functions,7,def
3996,what is meant by an operating system in a computer environment,7,def
3997,What is sheftalia?,7,def
3998,What is lountza?,7,def
3999,"What is an ""ensi""?",7,def
4000,where does meat come from on a pig,14,other
4001,where does ham come from in a pig,12,desc
4002,what cut of pork does bacon come from,17,food
4003,how many brain cells does a dolphin have,13,count
4004,what kind of whales are on the oregon coast,2,animal
4005,what type of shark is in shark fin soup,2,animal
4006,what is a network port on a computer,7,def
4007,what is the meaning of http in computer,7,def
4008,what types of nodes are typically used in ontologies,14,other
4009,the first passage of the respiratory zone which have alveoli in their walls are called,14,other
4010,what is the function of bronchi in respiratory system,12,desc
4011,where are the human lungs located in the body,22,body
4012,what day of the week was february 3 1959,8,date
4013,What festival was celebrated in the 1960s in recognition of the city's Mexican and Spanish past?,10,event
4014,What season isn't Spoleto Festival USA held?,8,date
4015,when did america start sending troops to vietnam,8,date
4016,when did the vietnam war end for the us,8,date
4017,when did usa get involved in vietnam war,8,date
4018,In what year was the United Nations formed?,8,date
4019,When was The League of Nations created?,8,date
4020,When did Namibia join the UN?,8,date
4021,when did the un enter the korean war,8,date
4022,when did the korean conflict begin and end,8,date
4023,When did Spain become a state?,8,date
4024,when do we celebrate our national mathematics day,8,date
4025,where is the day of the dead most celebrated,14,other
4026,when is the 4 th of july celebrated,8,date
4027,when did dukes of hazzard go off air,8,date
4028,when did the first episode of regular show air,8,date
4029,when did the first that 70 show air,8,date
4030,how old is judy from kc undercover in real life,27,period
4031,what is the exact date of mother 's day,8,date
4032,how old is minnie from little ladies of atlanta,27,period
4033,when was the hydrogen fuel cell car invented,8,date
4034,when was the first full electric car made,8,date
4035,when was the first automobile invented in america,8,date
4036,when did the last spanish american veteran died,8,date
4037,when did la paz become the capital of bolivia,8,date
4038,When did the United States Honduras become Belize?,8,date
4039,When did Microsoft start creating Windows 9?,8,date
4040,When did Microsoft start creating Windows 8?,8,date
4041,What was the first build Microsoft decided to manufacture?,14,other
4042,when does a man for all seasons take place,8,date
4043,what season is it in usa in january,8,date
4044,during which months do we have spring season in india,8,date
4045,when did the first that 70 show air,8,date
4046,when did air florida go out of business,8,date
4047,When was 'The War of the Worlds' radio broadcast?,8,date
4048,when did the weimar republic come into power,8,date
4049,In what year did Peter the Great come to power?,8,date
4050,In what year was Gustav Adolph built?,8,date
4051,What year did Tajikistan become an independant nation?,8,date
4052,In what year was the constitution of Swaziland suspended?,8,date
4053,In what year was Nanyue annexed?,8,date
4054,what day of the week is november 14th,8,date
4055,what day of the week was february 3 1959,8,date
4056,what day of the week was june 5 1975,8,date
4057,who made the song i 'm a barbie girl,4,ind
4058,when did the first lego video game come out,8,date
4059,when was the original little shop of horrors made,8,date
4060,what is the ninth month in the jewish calendar,8,date
4061,when does the month of elul begin 2018,8,date
4062,what are the three seasons of the egyptian calendar,8,date
4063,when was smoking banned in pubs in england,8,date
4064,when was ban on smoking in public places,8,date
4065,when was smoking banned in public places in canada,8,date
4066,When did Jurassic Park come out?,8,date
4067,when does the next jurassic world movie come out,8,date
4068,When did the Later Han period end?,8,date
4069,During what time period was the Devonian era?,8,date
4070,when does the geological record indicate that the earth formed,8,date
4071,At what rough time did the Cambrian era start?,8,date
4072,In what year was RCA founded?,8,date
4073,In what year was the EOKA organization founded?,8,date
4074,When was Brasilia founded to serve as the metro?,8,date
4075,In what year was Robert Sommers Brookings born?,8,date
4076,"In what year was Donald Wills Douglas, Sr. born?",8,date
4077,In what year did Lynda Obst become a producer?,8,date
4078,when was the first new york times published,8,date
4079,when was a room of ones own published,8,date
4080,When was 'The Grand Concourse' published?,8,date
4081,when did the singer of linkin park die,8,date
4082,when did the lead singer of stone temple pilots die,8,date
4083,When did Khamis Gaddafi die?,8,date
4084,What year did Olympic Air lose an award as Top Domestic Airline?,8,date
4085,What does Olympic Air hold a silver ERA award for?,9,reason
4086,What year was the medallion above the gate of the church of San Tommaso?,8,date
4087,when did they start building the london underground,8,date
4088,when was the tunnel under the thames built,8,date
4089,when was the subway built in new york,8,date
4090,when is far from the madding crowd released,8,date
